PersonID,PersonName,SchoolID,SchoolName,SchoolCampus,DepartmentName,DepartmentID,BirthDate,StillWorking,JobID,JobTitle,Earnings,EarningsYear
295,Thomas Oliver,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,09/19/1985,no,JOB4,Coordinator,303539,2010
296,Aaron Walsh,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,12/11/1954,yes,JOB1,Professor,261614,2017
296,Aaron Walsh,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,12/11/1954,no,JOB1,Professor,420675,2016
297,Robert Bullock,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,01/20/1956,yes,JOB1,Professor,179431,2010
297,Robert Bullock,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,01/20/1956,no,JOB6,Researcher,62028,2015
297,Robert Bullock,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,01/20/1956,no,JOB8,Analyst,135855,2018
298,Mrs. Jennifer Lewis,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,10/21/1991,no,JOB8,Analyst,96394,2021
298,Mrs. Jennifer Lewis,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,10/21/1991,no,JOB3,Administrator,131643,2018
299,Joshua Williams,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/08/1973,no,JOB6,Researcher,429751,2010
299,Joshua Williams,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/08/1973,no,JOB7,Scientist,388607,2019
299,Joshua Williams,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/08/1973,no,JOB7,Scientist,53382,2019
300,Natalie Vasquez,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,02/25/1966,no,JOB7,Scientist,311852,2010
300,Natalie Vasquez,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,02/25/1966,no,JOB3,Administrator,118230,2020
300,Natalie Vasquez,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,02/25/1966,no,JOB5,Engineer,143059,2010
300,Natalie Vasquez,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,02/25/1966,no,JOB7,Scientist,341266,2022
300,Natalie Vasquez,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,02/25/1966,no,JOB6,Researcher,421813,2014
301,Hieu Ho,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,02/24/1954,no,JOB4,Coordinator,336232,2015
301,Hieu Ho,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,02/24/1954,no,JOB3,Administrator,274343,2020
302,Elizabeth Sandoval,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,04/18/1991,no,JOB5,Engineer,159831,2016
302,Elizabeth Sandoval,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,04/18/1991,no,JOB7,Scientist,150678,2021
302,Elizabeth Sandoval,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,04/18/1991,no,JOB7,Scientist,63674,2012
303,Christopher Graves,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/10/1968,no,JOB4,Coordinator,178541,2010
303,Christopher Graves,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/10/1968,no,JOB8,Analyst,159595,2020
303,Christopher Graves,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/10/1968,no,JOB7,Scientist,156164,2021
303,Christopher Graves,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/10/1968,no,JOB3,Administrator,296048,2018
304,Catherine Bass,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,12/09/1986,no,JOB4,Coordinator,212615,2019
304,Catherine Bass,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,12/09/1986,no,JOB3,Administrator,263363,2013
304,Catherine Bass,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,12/09/1986,no,JOB7,Scientist,179896,2015
304,Catherine Bass,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,12/09/1986,no,JOB5,Engineer,97411,2012
305,Fatema Zai Khan,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,05/17/1986,yes,JOB8,Analyst,304278,2020
305,Fatema Zai Khan,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,05/17/1986,no,JOB7,Scientist,173034,2011
306,Brent Charles,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,05/29/1984,no,JOB7,Scientist,197960,2015
306,Brent Charles,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,05/29/1984,no,JOB6,Researcher,268825,2018
306,Brent Charles,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,05/29/1984,no,JOB3,Administrator,427230,2021
306,Brent Charles,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,05/29/1984,no,JOB4,Coordinator,161723,2018
307,Samantha Stuart,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,05/12/1964,no,JOB1,Professor,347386,2019
308,Jordan Gallagher,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,06/17/1996,yes,JOB2,Lecturer,183022,2019
308,Jordan Gallagher,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,06/17/1996,no,JOB1,Professor,382627,2014
308,Jordan Gallagher,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,06/17/1996,no,JOB7,Scientist,327575,2013
308,Jordan Gallagher,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,06/17/1996,no,JOB2,Lecturer,273558,2014
308,Jordan Gallagher,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,06/17/1996,no,JOB5,Engineer,337862,2010
309,Joshua Gay,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,01/17/1993,yes,JOB1,Professor,341266,2015
309,Joshua Gay,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,01/17/1993,no,JOB5,Engineer,352465,2020
309,Joshua Gay,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,01/17/1993,no,JOB4,Coordinator,282996,2015
310,Danielle Jones,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,02/06/1993,no,JOB1,Professor,338850,2010
310,Danielle Jones,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,02/06/1993,no,JOB1,Professor,316141,2012
310,Danielle Jones,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,02/06/1993,no,JOB7,Scientist,410535,2011
311,Mr. Devon Martin,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,10/19/1957,no,JOB4,Coordinator,413516,2011
311,Mr. Devon Martin,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,10/19/1957,no,JOB5,Engineer,404668,2021
311,Mr. Devon Martin,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,10/19/1957,no,JOB6,Researcher,406919,2010
312,Timothy Estrada,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,03/17/1992,no,JOB1,Professor,167454,2011
312,Timothy Estrada,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,03/17/1992,no,JOB7,Scientist,62028,2012
312,Timothy Estrada,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,03/17/1992,no,JOB1,Professor,389553,2022
313,Hanuma Venkata Vijay Kamal Konduri,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,12/10/1992,yes,JOB8,Analyst,201356,2010
313,Hanuma Venkata Vijay Kamal Konduri,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,12/10/1992,no,JOB6,Researcher,383219,2014
313,Hanuma Venkata Vijay Kamal Konduri,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,12/10/1992,no,JOB7,Scientist,150678,2018
313,Hanuma Venkata Vijay Kamal Konduri,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,12/10/1992,no,JOB1,Professor,314505,2012
313,Hanuma Venkata Vijay Kamal Konduri,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,12/10/1992,no,JOB6,Researcher,235889,2015
314,Edward May,NELK7SCK,University of Texas,Austin,Biology,DEPT5,06/12/1972,no,JOB5,Engineer,370543,2020
314,Edward May,NELK7SCK,University of Texas,Austin,Biology,DEPT5,06/12/1972,no,JOB3,Administrator,438727,2012
314,Edward May,NELK7SCK,University of Texas,Austin,Biology,DEPT5,06/12/1972,no,JOB7,Scientist,189949,2013
314,Edward May,NELK7SCK,University of Texas,Austin,Biology,DEPT5,06/12/1972,no,JOB4,Coordinator,208127,2010
314,Edward May,NELK7SCK,University of Texas,Austin,Biology,DEPT5,06/12/1972,no,JOB8,Analyst,47903,2014
315,Caitlin Moran,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,07/08/1958,yes,JOB8,Analyst,94287,2010
315,Caitlin Moran,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,07/08/1958,no,JOB1,Professor,188342,2015
316,Mia Barrera,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,01/30/1964,no,JOB8,Analyst,142735,2022
316,Mia Barrera,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,01/30/1964,no,JOB6,Researcher,248094,2019
316,Mia Barrera,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,01/30/1964,no,JOB5,Engineer,375436,2018
317,Becky Mccullough,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,01/14/1956,no,JOB1,Professor,326892,2013
317,Becky Mccullough,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,01/14/1956,no,JOB2,Lecturer,159595,2020
317,Becky Mccullough,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,01/14/1956,no,JOB8,Analyst,101783,2016
318,Jermaine Hawkins,7R3NFGWK,University of California,Los Angeles,Computer Science,DEPT1,08/31/1995,no,JOB6,Researcher,382473,2022
318,Jermaine Hawkins,7R3NFGWK,University of California,Los Angeles,Computer Science,DEPT1,08/31/1995,no,JOB6,Researcher,42095,2017
318,Jermaine Hawkins,7R3NFGWK,University of California,Los Angeles,Computer Science,DEPT1,08/31/1995,no,JOB1,Professor,337862,2019
319,Debra Mccoy,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,06/12/1996,no,JOB5,Engineer,292327,2010
319,Debra Mccoy,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,06/12/1996,no,JOB6,Researcher,430900,2012
319,Debra Mccoy,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,06/12/1996,no,JOB5,Engineer,103153,2010
319,Debra Mccoy,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,06/12/1996,no,JOB2,Lecturer,63674,2016
319,Debra Mccoy,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,06/12/1996,no,JOB2,Lecturer,103153,2012
320,Kayla Brown,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,03/13/1974,no,JOB7,Scientist,377743,2021
321,Tina Garcia,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,08/02/1963,yes,JOB4,Coordinator,429751,2013
322,Joshua Perry,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,06/28/1958,no,JOB2,Lecturer,260356,2014
322,Joshua Perry,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,06/28/1958,no,JOB1,Professor,203345,2015
323,Jennifer Campbell,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,10/18/1977,no,JOB6,Researcher,427819,2013
324,Amanda Riddle,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,05/03/1992,no,JOB3,Administrator,411771,2022
325,Rohit PARIHAR,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,03/08/1978,yes,JOB4,Coordinator,161723,2011
325,Rohit PARIHAR,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,03/08/1978,no,JOB5,Engineer,348052,2022
325,Rohit PARIHAR,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,03/08/1978,no,JOB5,Engineer,203345,2022
326,Mr. Richard French Jr.,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,07/22/1966,yes,JOB6,Researcher,363879,2018
326,Mr. Richard French Jr.,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,07/22/1966,no,JOB8,Analyst,146555,2014
326,Mr. Richard French Jr.,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,07/22/1966,no,JOB8,Analyst,373752,2021
327,Sandra Taylor,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,11/02/1965,no,JOB4,Coordinator,332994,2022
327,Sandra Taylor,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,11/02/1965,no,JOB4,Coordinator,92227,2019
327,Sandra Taylor,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,11/02/1965,no,JOB7,Scientist,363637,2021
328,Sarah Anderson,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,01/06/1977,no,JOB3,Administrator,98607,2022
328,Sarah Anderson,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,01/06/1977,no,JOB6,Researcher,46049,2014
328,Sarah Anderson,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,01/06/1977,no,JOB6,Researcher,186456,2022
329,Lisa Grant,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/25/1957,no,JOB3,Administrator,428901,2016
329,Lisa Grant,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/25/1957,no,JOB8,Analyst,81856,2016
329,Lisa Grant,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/25/1957,no,JOB4,Coordinator,121448,2019
330,Katie Jones,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,12/03/1994,yes,JOB3,Administrator,149477,2019
331,Kayla Smith,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,12/07/1992,yes,JOB4,Coordinator,92389,2010
331,Kayla Smith,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,12/07/1992,no,JOB5,Engineer,245853,2022
331,Kayla Smith,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,12/07/1992,no,JOB3,Administrator,338023,2012
332,Brittany Davis,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,03/13/1969,no,JOB5,Engineer,138314,2010
332,Brittany Davis,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,03/13/1969,no,JOB6,Researcher,356461,2019
332,Brittany Davis,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,03/13/1969,no,JOB4,Coordinator,265049,2012
332,Brittany Davis,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,03/13/1969,no,JOB5,Engineer,266568,2021
332,Brittany Davis,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,03/13/1969,no,JOB5,Engineer,352465,2012
333,Mrudul Ketan Panchal,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,06/25/1978,yes,JOB1,Professor,444825,2010
334,Kara Harris,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,04/09/1994,no,JOB4,Coordinator,175429,2015
335,John Mason,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/24/1963,no,JOB5,Engineer,223998,2021
335,John Mason,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/24/1963,no,JOB5,Engineer,146555,2013
335,John Mason,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/24/1963,no,JOB8,Analyst,327575,2016
335,John Mason,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,08/24/1963,no,JOB5,Engineer,222096,2011
336,Olivia Perez,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,10/06/1980,no,JOB4,Coordinator,90823,2016
336,Olivia Perez,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,10/06/1980,no,JOB2,Lecturer,51958,2020
337,Amanda Harris,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,01/20/1970,no,JOB6,Researcher,121448,2018
337,Amanda Harris,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,01/20/1970,no,JOB2,Lecturer,164156,2010
337,Amanda Harris,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,01/20/1970,no,JOB7,Scientist,287682,2016
338,Amy Harris,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,02/14/1956,yes,JOB8,Analyst,219300,2019
338,Amy Harris,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,02/14/1956,no,JOB7,Scientist,191908,2017
338,Amy Harris,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,02/14/1956,no,JOB2,Lecturer,270676,2014
338,Amy Harris,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,02/14/1956,no,JOB8,Analyst,299854,2011
338,Amy Harris,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,02/14/1956,no,JOB5,Engineer,100733,2010
339,Rachel Miller,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,01/02/1975,no,JOB5,Engineer,96324,2022
339,Rachel Miller,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,01/02/1975,no,JOB4,Coordinator,275731,2022
340,James Huang,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,10/03/1954,no,JOB6,Researcher,348052,2011
340,James Huang,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,10/03/1954,no,JOB1,Professor,254624,2019
340,James Huang,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,10/03/1954,no,JOB4,Coordinator,445456,2012
340,James Huang,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,10/03/1954,no,JOB6,Researcher,53382,2016
341,Karen Morrison,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/21/1997,no,JOB5,Engineer,374732,2016
341,Karen Morrison,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/21/1997,no,JOB4,Coordinator,420697,2017
341,Karen Morrison,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/21/1997,no,JOB1,Professor,188342,2012
342,Veronica Hatfield,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,05/29/1959,yes,JOB5,Engineer,429751,2019
342,Veronica Hatfield,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,05/29/1959,no,JOB4,Coordinator,124198,2020
343,Dr. Linda Ewing,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,11/16/1962,no,JOB4,Coordinator,348052,2019
343,Dr. Linda Ewing,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,11/16/1962,no,JOB3,Administrator,60316,2021
344,Brandon Martin,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,03/01/1991,no,JOB5,Engineer,141123,2017
345,Sharan Shetty,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/19/1995,no,JOB6,Researcher,410871,2020
345,Sharan Shetty,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/19/1995,no,JOB2,Lecturer,338663,2013
346,Teresa Palmer,NELK7SCK,University of Texas,Austin,Biology,DEPT5,08/03/1994,no,JOB3,Administrator,299344,2017
346,Teresa Palmer,NELK7SCK,University of Texas,Austin,Biology,DEPT5,08/03/1994,no,JOB2,Lecturer,187295,2010
346,Teresa Palmer,NELK7SCK,University of Texas,Austin,Biology,DEPT5,08/03/1994,no,JOB3,Administrator,395706,2012
346,Teresa Palmer,NELK7SCK,University of Texas,Austin,Biology,DEPT5,08/03/1994,no,JOB4,Coordinator,85940,2022
347,Amanda Allen,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,07/02/1963,no,JOB8,Analyst,404497,2015
347,Amanda Allen,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,07/02/1963,no,JOB1,Professor,388866,2015
347,Amanda Allen,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,07/02/1963,no,JOB4,Coordinator,96394,2012
347,Amanda Allen,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,07/02/1963,no,JOB3,Administrator,164156,2017
348,Kristin Woods,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,08/17/1979,no,JOB4,Coordinator,259762,2021
348,Kristin Woods,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,08/17/1979,no,JOB3,Administrator,391611,2017
348,Kristin Woods,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,08/17/1979,no,JOB2,Lecturer,428901,2016
349,Annette Andrade,7R3NFGWK,University of California,Los Angeles,Computer Science,DEPT1,07/30/1994,no,JOB8,Analyst,332994,2017
350,Ashley Woods,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,07/07/1987,no,JOB5,Engineer,141692,2020
350,Ashley Woods,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,07/07/1987,no,JOB5,Engineer,408876,2017
350,Ashley Woods,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,07/07/1987,no,JOB6,Researcher,193028,2020
350,Ashley Woods,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,07/07/1987,no,JOB2,Lecturer,322788,2010
350,Ashley Woods,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,07/07/1987,no,JOB1,Professor,84980,2019
351,William Simon,NELK7SCK,University of Texas,Houston,Biology,DEPT5,03/07/1978,no,JOB3,Administrator,447586,2013
351,William Simon,NELK7SCK,University of Texas,Houston,Biology,DEPT5,03/07/1978,no,JOB1,Professor,250339,2011
351,William Simon,NELK7SCK,University of Texas,Houston,Biology,DEPT5,03/07/1978,no,JOB3,Administrator,225547,2018
352,Michael Terry,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/30/1997,yes,JOB3,Administrator,205956,2017
352,Michael Terry,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/30/1997,no,JOB1,Professor,236649,2016
352,Michael Terry,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/30/1997,no,JOB3,Administrator,277636,2019
352,Michael Terry,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/30/1997,no,JOB7,Scientist,118230,2019
352,Michael Terry,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/30/1997,no,JOB6,Researcher,136860,2012
353,Alexandra Morris,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/13/1994,no,JOB3,Administrator,429751,2013
353,Alexandra Morris,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/13/1994,no,JOB2,Lecturer,341482,2018
353,Alexandra Morris,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/13/1994,no,JOB7,Scientist,298549,2017
353,Alexandra Morris,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/13/1994,no,JOB6,Researcher,379856,2017
353,Alexandra Morris,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/13/1994,no,JOB6,Researcher,433727,2022
354,Russell Drake,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,08/18/1994,yes,JOB2,Lecturer,380584,2019
354,Russell Drake,KN0XV3NZ,University of Massachusetts,Amherst,Computer Science,DEPT1,08/18/1994,no,JOB8,Analyst,366862,2020
355,Edward Fox,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,07/19/1955,yes,JOB2,Lecturer,409629,2012
355,Edward Fox,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,07/19/1955,no,JOB3,Administrator,404614,2018
355,Edward Fox,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,07/19/1955,no,JOB4,Coordinator,445354,2010
355,Edward Fox,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,07/19/1955,no,JOB6,Researcher,222096,2015
355,Edward Fox,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,07/19/1955,no,JOB5,Engineer,81528,2014
356,Dr. Richard Kelley MD,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,03/05/1982,yes,JOB3,Administrator,406002,2020
356,Dr. Richard Kelley MD,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,03/05/1982,no,JOB6,Researcher,428704,2014
356,Dr. Richard Kelley MD,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,03/05/1982,no,JOB1,Professor,285677,2013
356,Dr. Richard Kelley MD,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,03/05/1982,no,JOB6,Researcher,85940,2014
357,Michael Cooley,NELK7SCK,University of Texas,Houston,Biology,DEPT5,06/13/1968,no,JOB1,Professor,303419,2014
357,Michael Cooley,NELK7SCK,University of Texas,Houston,Biology,DEPT5,06/13/1968,no,JOB5,Engineer,295476,2015
358,Susan Ferrell,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/05/1994,yes,JOB5,Engineer,205446,2013
358,Susan Ferrell,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/05/1994,no,JOB7,Scientist,351161,2014
358,Susan Ferrell,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/05/1994,no,JOB6,Researcher,348293,2016
358,Susan Ferrell,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/05/1994,no,JOB7,Scientist,127191,2020
359,Matthew Armstrong,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,05/31/1980,no,JOB3,Administrator,101783,2016
359,Matthew Armstrong,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,05/31/1980,no,JOB3,Administrator,167472,2010
359,Matthew Armstrong,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,05/31/1980,no,JOB7,Scientist,189949,2019
360,Michael Wright,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,11/04/1991,no,JOB3,Administrator,404239,2016
361,Kaushik Basavaraju,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,07/23/1998,no,JOB2,Lecturer,220324,2011
361,Kaushik Basavaraju,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,07/23/1998,no,JOB6,Researcher,362644,2019
361,Kaushik Basavaraju,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,07/23/1998,no,JOB6,Researcher,299854,2013
362,Marvin Moore,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,08/30/1984,no,JOB8,Analyst,96324,2020
362,Marvin Moore,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,08/30/1984,no,JOB4,Coordinator,212713,2022
362,Marvin Moore,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,08/30/1984,no,JOB2,Lecturer,153210,2022
362,Marvin Moore,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,08/30/1984,no,JOB4,Coordinator,46049,2020
362,Marvin Moore,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,08/30/1984,no,JOB2,Lecturer,118230,2010
363,Emily Jefferson,NELK7SCK,University of Texas,Houston,Biology,DEPT5,06/05/1966,no,JOB6,Researcher,436940,2021
